,sigma,x,y,z,t
5700,5,-8.482016379291908,-8.481487800274218,26.992687196487392,57.0
5701,5,-8.482006260180475,-8.482130143781626,26.992226040046898,57.01
5702,5,-8.48202871802912,-8.482802229077992,26.991832608648714,57.02
5703,5,-8.48208347215541,-8.483498257115098,26.991510065652452,57.03
5704,5,-8.482169967209904,-8.484212189303198,26.991260996476893,57.04
5705,5,-8.482287379284863,-8.484937900404576,26.991087321429017,57.050000000000004
5706,5,-8.482434619627732,-8.485669133887326,26.99099033593764,57.06
5707,5,-8.482610351820824,-8.486399646091057,26.990970659045097,57.07
5708,5,-8.482812993627988,-8.487123171382507,26.991028262002537,57.08
5709,5,-8.483040743705496,-8.48783356226484,26.991162445152916,57.09
5710,5,-8.48329158395486,-8.488524762328966,26.991371862643632,57.1
5711,5,-8.483563310740607,-8.48919092511785,26.991654525875163,57.11
5712,5,-8.483853541969653,-8.489826408060626,26.99200782674933,57.120000000000005
5713,5,-8.484159744216132,-8.490425855833488,26.992428554205063,57.13
5714,5,-8.484479266075105,-8.49098425315809,26.992912948429332,57.14
5715,5,-8.484809328147598,-8.49149690885444,26.993456684643817,57.15
5716,5,-8.485147086075488,-8.491959561696008,26.99405497145707,57.160000000000004
5717,5,-8.485489634829447,-8.492368388113691,26.994702557211184,57.17
5718,5,-8.4858340097083,-8.492720009548833,26.99539372766606,57.18
5719,5,-8.486177252876383,-8.493011533881466,26.99612245786752,57.19
5720,5,-8.486516439154839,-8.49324063833793,26.996882425332657,57.2
5721,5,-8.486848699110146,-8.493405600104877,26.997667051650453,57.21
5722,5,-8.48717119289833,-8.493505115934026,26.998469554919943,57.22
5723,5,-8.487481184882148,-8.49353850212411,26.999283015154766,57.230000000000004
5724,5,-8.487776059703888,-8.493505670185785,27.000100434380176,57.24
5725,5,-8.488053328929023,-8.493407043721517,27.000914811256493,57.25
5726,5,-8.488310669688781,-8.493243657821395,27.0017191779314,57.26
5727,5,-8.488545933919477,-8.493017094182564,27.0025066691044,57.27
5728,5,-8.48875715912795,-8.492729427734517,27.003270587358752,57.28
5729,5,-8.488942605235588,-8.492383299663894,27.004004453274835,57.29
5730,5,-8.48910075055366,-8.49198182450605,27.004702057407048,57.300000000000004
5731,5,-8.489230309074575,-8.491528574240277,27.005357517812115,57.31
5732,5,-8.489330257896002,-8.49102759615642,27.005965342154003,57.32
5733,5,-8.489399813183894,-8.490483295342946,27.006520441882245,57.33
5734,5,-8.48943845768236,-8.489900442708471,27.007018201296063,57.34
5735,5,-8.489445954508742,-8.48928415474285,27.007454528515414,57.35
5736,5,-8.489422311507496,-8.4886397848331,27.007825832122737,57.36
5737,5,-8.489367816525057,-8.487972931541966,27.00812911114237,57.370000000000005
5738,5,-8.489283029805476,-8.487289383478549,27.008361971570142,57.38
5739,5,-8.489168744986426,-8.486595026795634,27.008522583029762,57.39
5740,5,-8.489026026419042,-8.485895843230779,27.00860978116647,57.4
5741,5,-8.488856178306015,-8.485197840442039,27.00862303103939,57.410000000000004
5742,5,-8.488660713776211,-8.484506986602064,27.008562387496962,57.42
5743,5,-8.488441386799096,-8.483829183503396,27.008428599625905,57.43
5744,5,-8.488200148129053,-8.483170204650127,27.008223033375174,57.44
5745,5,-8.487939106582127,-8.482535639823526,27.0079476042839,57.45
5746,5,-8.487660559644919,-8.48193085136561,27.007604889542016,57.46
5747,5,-8.487366946068693,-8.481360933827075,27.00719802730048,57.47
5748,5,-8.487060808206806,-8.480830679486415,27.0067306383858,57.480000000000004
5749,5,-8.486744807900052,-8.480344507900108,27.006206916332513,57.49
5750,5,-8.486421682098628,-8.479906452911978,27.005631516723962,57.5
5751,5,-8.486094207041319,-8.479520147351764,27.00500947115071,57.51
5752,5,-8.485765201398346,-8.479188737125728,27.00434625312497,57.52
5753,5,-8.485437488182582,-8.478914896330227,27.003647665659763,57.53
5754,5,-8.485113864032517,-8.478700833067322,27.00291975489049,57.54
5755,5,-8.484797088343424,-8.478548192559579,27.002168845586883,57.550000000000004
5756,5,-8.484489846861756,-8.478458092908587,27.00140141948624,57.56
5757,5,-8.48419476448305,-8.478431178466423,27.00062411401123,57.57
5758,5,-8.483914308926947,-8.478467464066869,26.99984356761092,57.58
5759,5,-8.483650842974905,-8.47856644818588,26.99906648439158,57.59
5760,5,-8.483406575595795,-8.478727131794969,26.998299490144024,57.6
5761,5,-8.483183541407204,-8.478947971414806,26.997549108470675,57.61
5762,5,-8.482983592133147,-8.479226914947358,26.996821713740854,57.620000000000005
5763,5,-8.482808376410354,-8.479561419401268,26.99612346493023,57.63
5764,5,-8.482659325643034,-8.479948469970996,26.995460254742383,57.64
5765,5,-8.482537643157938,-8.480384618968527,26.99483765409099,57.65
5766,5,-8.482444296479102,-8.48086599673665,26.99426088398355,57.660000000000004
5767,5,-8.482380005633413,-8.481388375426508,26.993734740944348,57.67
5768,5,-8.482345243013155,-8.48194716573706,26.993263598852195,57.68
5769,5,-8.482340224832324,-8.482537509661954,26.99285132320361,57.69
5770,5,-8.4823649143192,-8.483154255988943,26.99250129627191,57.7
5771,5,-8.482419020492376,-8.483792083846518,26.992216330153028,57.71
5772,5,-8.482502000089623,-8.484445460655913,26.99199870042239,57.72
5773,5,-8.482613068246597,-8.485108785364064,26.991850077820228,57.730000000000004
5774,5,-8.482751196235897,-8.485776333755013,26.991771559220723,57.74
5775,5,-8.4829151348838,-8.486442415703422,26.991763624070142,57.75
5776,5,-8.48310340717601,-8.48710131066798,26.991826158213915,57.76
5777,5,-8.483314345315158,-8.487747435514354,26.991958439897296,57.77
5778,5,-8.483546078016714,-8.48837526983892,26.992159156211407,57.78
5779,5,-8.483796581198364,-8.488979526503224,26.992426424022636,57.79
5780,5,-8.484063649007398,-8.489555069464348,26.992757767616986,57.800000000000004
5781,5,-8.48434494196809,-8.49009701978641,26.993150176624937,57.81
5782,5,-8.484638024415037,-8.490600826512225,26.993600158908258,57.82
5783,5,-8.484940361919218,-8.491062338994759,26.99410368445786,57.83
5784,5,-8.485249344960529,-8.491477722413572,26.994656306922842,57.84
5785,5,-8.485562310552536,-8.49184350397535,26.995253190621685,57.85
5786,5,-8.48587656893693,-8.492156706176493,26.995889091957917,57.86
5787,5,-8.486189429294024,-8.492414775094362,26.9965584778758,57.870000000000005
5788,5,-8.486498219286506,-8.492615641713693,26.99725553691998,57.88
5789,5,-8.486800306155207,-8.492757759870814,26.997974210438915,57.89
5790,5,-8.487093122363527,-8.492840043483955,26.99870830475615,57.9
5791,5,-8.48737418670694,-8.49286194117168,26.99945149742202,57.910000000000004
5792,5,-8.487641134133822,-8.49282344156367,27.00019741427924,57.92
5793,5,-8.487891688257902,-8.492724997789173,27.000939606575468,57.93
5794,5,-8.488123774652005,-8.49256763103391,27.00167178689388,57.94
5795,5,-8.488335452344261,-8.492352859974245,27.002387691784023,57.95
5796,5,-8.488524960760738,-8.492082651532165,27.003081242084093,57.96
5797,5,-8.488690736914016,-8.491759475994364,27.003746552013997,57.97
5798,5,-8.488831428293764,-8.491386223887856,27.004378020263466,57.980000000000004
5799,5,-8.488945886301963,-8.490966244155933,27.00497028641876,57.99
5800,5,-8.489033209259336,-8.490503235013607,27.005518420990022,58.0
5801,5,-8.48909271400774,-8.490001303263597,27.006017808532796,58.01
5802,5,-8.489123970283192,-8.489464825015828,27.006464334535753,58.02
5803,5,-8.489126782471095,-8.488898517951004,27.006854287348304,58.03
5804,5,-8.48910120385037,-8.488307284979722,27.007184502041653,58.04
5805,5,-8.489047530207554,-8.487696286601501,27.00745229438734,58.050000000000004
5806,5,-8.48896629464405,-8.487070784746217,27.007655551984612,58.06
5807,5,-8.488858269976296,-8.486436200421528,27.00779270192879,58.07
5808,5,-8.488724449830778,-8.485797975300825,27.007862752894148,58.08
5809,5,-8.48856605543029,-8.485161610476535,27.00786528738846,58.09
5810,5,-8.48838450059807,-8.484532514517161,27.007800469487528,58.1
5811,5,-8.488181410633707,-8.483916086939063,27.00766903964248,58.11
5812,5,-8.487958579537008,-8.483317568912328,27.007472299676834,58.120000000000005
5813,5,-8.487717962732367,-8.482742019428354,27.00721210918606,58.13
5814,5,-8.4874616847748,-8.482194330774076,27.00689089591839,58.14
5815,5,-8.487191983219828,-8.481679141862536,27.00651156274785,58.15
5816,5,-8.48691119862363,-8.481200761307157,27.006077512393187,58.160000000000004
5817,5,-8.486621761330127,-8.48076311318944,27.00559264826749,58.17
5818,5,-8.486326172951546,-8.480369869432057,27.00506123596163,58.18
5819,5,-8.486026981342052,-8.480024280625692,27.004487949287586,58.19
5820,5,-8.485726758712826,-8.479729147951945,27.003877830251998,58.2
5821,5,-8.485428074708823,-8.479486876860227,27.00323618075939,58.21
5822,5,-8.485133481381444,-8.47929938327568,27.002568584994602,58.22
5823,5,-8.484845489688645,-8.479168102767618,27.001880840132024,58.230000000000004
5824,5,-8.484566545368017,-8.479094027865138,27.00117886652905,58.24
5825,5,-8.484299009806195,-8.479077622939204,27.000468713264077,58.25
5826,5,-8.484045137327808,-8.479118862403668,26.99975647154772,58.26
5827,5,-8.483807076312376,-8.47921725770015,26.999048259672495,58.27
5828,5,-8.483586804941192,-8.479371781563616,26.99835010100521,58.28
5829,5,-8.483386160529983,-8.479580955730407,26.997667943918454,58.29
5830,5,-8.48320680785865,-8.479842851539935,26.99700757622586,58.300000000000004
5831,5,-8.483050219829488,-8.480155090897483,26.996374572446715,58.31
5832,5,-8.482917678849441,-8.480514860425867,26.9957742879997,58.32
5833,5,-8.482810250797545,-8.480918962874403,26.995211754512912,58.33
5834,5,-8.482728789319951,-8.48136381259641,26.99469169441564,58.34
5835,5,-8.482673918325409,-8.481845508832862,26.99421842430681,58.35
5836,5,-8.482646037411055,-8.482359818430584,26.993795881229858,58.36
5837,5,-8.482645310404816,-8.482902274357762,26.993427525203092,58.370000000000005
5838,5,-8.482671671102757,-8.483468148020005,26.99311637337294,58.38
5839,5,-8.482724821874237,-8.484052576706413,26.992864909990047,58.39
5840,5,-8.482804234959483,-8.48465046402754,26.992675157294848,58.4
5841,5,-8.482909164644676,-8.485256695822299,26.992548562050324,58.410000000000004
5842,5,-8.483038641308577,-8.485866052902946,26.992486038623632,58.42
5843,5,-8.483191492410207,-8.486473308150938,26.992487959683547,58.43
5844,5,-8.483366352503412,-8.48707330403298,26.992554130641246,58.44
5845,5,-8.483561656918344,-8.487660879808075,26.99268382197833,58.45
5846,5,-8.48377569551319,-8.48823110046879,26.99287575885165,58.46
5847,5,-8.484006567575856,-8.48877907302418,26.993128124148615,58.47
5848,5,-8.484252277753942,-8.489300234608134,26.993438621715594,58.480000000000004
5849,5,-8.484510664158826,-8.48979014696285,26.993804421903082,58.49
5850,5,-8.48477948832711,-8.490244705558329,26.99422226240687,58.5
5851,5,-8.485056430389985,-8.490660128820101,26.99468844254227,58.51
5852,5,-8.485339083719394,-8.491032953966803,26.995198811605928,58.52
5853,5,-8.485625008651438,-8.491360069698565,26.99574889189597,58.53
5854,5,-8.485911754746837,-8.491638797648745,26.996333883432715,58.54
5855,5,-8.486196881984005,-8.49186695483604,26.99694867874153,58.550000000000004
5856,5,-8.4864779493282,-8.492042686417125,26.997587945985206,58.56
5857,5,-8.486752558178518,-8.492164604484401,26.998246151870468,58.57
5858,5,-8.487018379542949,-8.49223183884498,26.99891760054489,58.58
5859,5,-8.487273160016334,-8.492243935252306,26.999596519063306,58.59
5860,5,-8.48751474864507,-8.492200933167426,27.000277077118692,58.6
5861,5,-8.487741116048902,-8.492103372201962,27.00095343435644,58.61
5862,5,-8.487950360416436,-8.491952204038084,27.001619816412152,58.620000000000005
5863,5,-8.488140736053982,-8.491748862085645,27.002270544790743,58.63
5864,5,-8.488310667690353,-8.491495244691917,27.002900086914355,58.64
5865,5,-8.48845874752382,-8.49119363117638,27.003503105005983,58.65
5866,5,-8.488583768344077,-8.490846738806338,27.004074507051595,58.660000000000004
5867,5,-8.488684729011995,-8.490457682889764,27.004609488573685,58.67
5868,5,-8.48876081812942,-8.490029879513207,27.005103554096614,58.68
5869,5,-8.488811454540198,-8.489567103282155,27.00555258773285,58.69
5870,5,-8.48883628090848,-8.489073428425318,27.00595287551457,58.7
5871,5,-8.488835140818399,-8.488553144274373,27.00630110037878,58.71
5872,5,-8.488808119578598,-8.488010788130197,27.0065944304451,58.72
5873,5,-8.488755525560919,-8.487451077377102,27.006830514248154,58.730000000000004
5874,5,-8.48867786421309,-8.486878835818235,27.007007460028337,58.74
5875,5,-8.488575875602233,-8.48629900556495,27.007123929339738,58.75
5876,5,-8.488450504291016,-8.485716579591593,27.00717910098793,58.76
5877,5,-8.488302874061002,-8.485136544156157,27.00717264145079,58.77
5878,5,-8.48813431771744,-8.484563864036618,27.007104795447972,58.78
5879,5,-8.487946338254508,-8.484003426149524,27.006976318981383,58.79
5880,5,-8.48774058720591,-8.483459993627076,27.006788451790648,58.800000000000004
5881,5,-8.487518860905139,-8.482938106381184,27.0065429742448,58.81
5882,5,-8.487283164973515,-8.482442360274565,27.006242193462615,58.82
5883,5,-8.487035489376597,-8.481976760556668,27.005888771625653,58.83
5884,5,-8.486778008759591,-8.481545243776386,27.00548591512149,58.84
5885,5,-8.486512955485194,-8.481151412298207,27.005037210939022,58.85
5886,5,-8.486242616633392,-8.480798536582403,27.004546617069554,58.86
5887,5,-8.485969315477691,-8.480489516468912,27.004018438656765,58.870000000000005
5888,5,-8.485695403632182,-8.480226882561938,27.0034573059471,58.88
5889,5,-8.485423225151388,-8.480012753509378,27.002868106421037,58.89
5890,5,-8.485155106772085,-8.479848827334267,27.00225596436452,58.9
5891,5,-8.48489333027182,-8.479736368399694,27.001626175296987,58.910000000000004
5892,5,-8.484640120447413,-8.479676195248372,27.000984181802924,58.92
5893,5,-8.484397618621907,-8.47966867929358,27.000335503179357,58.93
5894,5,-8.484167872588241,-8.479713737090256,26.999685713580355,58.94
5895,5,-8.483952812105692,-8.479810840107683,26.99904036955197,58.95
5896,5,-8.483754238397658,-8.479959011170365,26.99840498417924,58.96
5897,5,-8.483573801958965,-8.48015684612707,26.99778495280071,58.97
5898,5,-8.483413000988634,-8.480402511810734,26.99718555016632,58.980000000000004
5899,5,-8.483273153330986,-8.480693783113276,26.996611829963268,58.99
5900,5,-8.483155402554296,-8.481028036150256,26.99606864577177,59.0
5901,5,-8.483060691626877,-8.481402306412377,26.99556054099407,59.01
5902,5,-8.482989772072594,-8.481813272330635,26.995091784571265,59.02
5903,5,-8.482943182605876,-8.482257335458621,26.99466625932045,59.03
5904,5,-8.48292125858329,-8.482730593077173,26.994287505865604,59.04
5905,5,-8.482924118902226,-8.483228938643792,26.993958619451377,59.050000000000004
5906,5,-8.482951673306616,-8.48374802428105,26.993682294959044,59.06
5907,5,-8.483003619375268,-8.484283376964799,26.993460740169226,59.07
5908,5,-8.4830794464726,-8.484830354968658,26.99329571586183,59.08
5909,5,-8.483178443383347,-8.485384271532102,26.993188472627452,59.09
5910,5,-8.483299699016746,-8.485940351686242,26.993139781993587,59.1
5911,5,-8.48344211930692,-8.486493853869211,26.9931498995475,59.11
5912,5,-8.483604426412313,-8.487040034193916,26.993218586991237,59.120000000000005
5913,5,-8.483785182082396,-8.487574257098176,26.993345100104584,59.13
5914,5,-8.483982790951332,-8.488091977178268,26.993528209957287,59.14
5915,5,-8.484195525623631,-8.488588828612025,26.993766209904155,59.15
5916,5,-8.48442151089235,-8.489060584545118,26.99405690056943,59.160000000000004
5917,5,-8.484658772718785,-8.489503249183409,26.994397659520523,59.17
5918,5,-8.4849052582028,-8.489913115756572,26.994785455817297,59.18
5919,5,-8.485158837648372,-8.490286821386103,26.99521681834029,59.19
5920,5,-8.485417323418133,-8.49062125655745,26.995687948314327,59.2
5921,5,-8.4856784893601,-8.49091363052532,26.996194727329637,59.21
5922,5,-8.485940092346036,-8.491161573325426,26.99673270617042,59.22
5923,5,-8.486199893924324,-8.491363070548333,26.99729720777414,59.230000000000004
5924,5,-8.486455676855227,-8.491516513837349,26.997883337564154,59.24
5925,5,-8.486705262291586,-8.4916207397634,26.99848600344039,59.25
5926,5,-8.486946530329435,-8.491674968285317,26.999100013221078,59.26
5927,5,-8.487177438324832,-8.491678857691207,26.99972008678727,59.27
5928,5,-8.487396052575964,-8.491632527721379,27.000340926014136,59.28
5929,5,-8.487600491514433,-8.49153647549632,27.00095711837737,59.29
5930,5,-8.487789081139928,-8.491391666917826,27.001563495032595,59.300000000000004
5931,5,-8.48796024377883,-8.491199493084126,27.002154859651434,59.31
5932,5,-8.488112557884362,-8.490961703826164,27.002726195064334,59.32
5933,5,-8.48824476924074,-8.490680463454423,27.003272655800338,59.33
5934,5,-8.488355803748028,-8.490358281404477,27.003789649505002,59.34
5935,5,-8.488444760767988,-8.489998036548979,27.004272802535393,59.35
5936,5,-8.488510938245094,-8.489602907563956,27.004718074867608,59.36
5937,5,-8.48855383131107,-8.489176373545956,27.005121755912327,59.370000000000005
5938,5,-8.488573131646653,-8.488722178135387,27.005480486946208,59.38
5939,5,-8.488568740305384,-8.488244271197644,27.005791335113006,59.39
5940,5,-8.488540755433288,-8.48774683531753,27.006051742341597,59.4
5941,5,-8.488489481375773,-8.487234149567263,27.006259641779362,59.410000000000004
5942,5,-8.488415420842992,-8.486710691992814,27.006413367544692,59.42
5943,5,-8.488319266320499,-8.486180950212068,27.006511759124383,59.43
5944,5,-8.488201906048287,-8.485649483171041,27.006554135930426,59.44
5945,5,-8.488064400868598,-8.485120859216442,27.006540276451556,59.45
5946,5,-8.487907981087027,-8.484599592377618,27.00647045270362,59.46
5947,5,-8.487734042426307,-8.48409010189692,27.006345446589496,59.47
5948,5,-8.487544115887626,-8.483596735530481,27.006166452826005,59.480000000000004
5949,5,-8.487339874298668,-8.483123667385206,27.00593516543484,59.49
5950,5,-8.487123103354392,-8.482674892459897,27.005653703317176,59.5
5951,5,-8.486895692091599,-8.482254186421661,27.005324611624236,59.51
5952,5,-8.486659618850153,-8.481865070454054,27.004950847592927,59.52
5953,5,-8.486416924592799,-8.481510793143308,27.004535720899543,59.53
5954,5,-8.486169700807135,-8.481194275786523,27.004082897794397,59.54
5955,5,-8.485920092577643,-8.48091815579302,27.003596380297544,59.550000000000004
5956,5,-8.485670225295674,-8.480684655182703,27.003080397238573,59.56
5957,5,-8.485422243373353,-8.480495655489655,27.00253945816372,59.57
5958,5,-8.485178262579247,-8.480352656130796,27.00197825308631,59.58
5959,5,-8.484940358955896,-8.480256749988293,27.00140163903779,59.59
5960,5,-8.484710551577784,-8.480208630130189,27.000814589208744,59.6
5961,5,-8.484490787642635,-8.480208578824495,27.000222160222016,59.61
5962,5,-8.484282918608539,-8.48025646218608,26.999629431556947,59.620000000000005
5963,5,-8.484088691412046,-8.4803517407772,26.999041474784384,59.63
5964,5,-8.48390973116992,-8.480493467250296,26.998463308623297,59.64
5965,5,-8.483747526036433,-8.480680304846791,26.99789984573779,59.65
5966,5,-8.483603420120128,-8.480910528099393,26.997355873209028,59.660000000000004
5967,5,-8.483478594130245,-8.481182055210292,26.996835978623533,59.67
5968,5,-8.483374066721959,-8.48149244430637,26.996344556217764,59.68
5969,5,-8.483290674018194,-8.481838944323398,26.99588571741899,59.69
5970,5,-8.48322907473173,-8.482218483712886,26.995463312249854,59.7
5971,5,-8.483189734424162,-8.482627740229079,26.995080839804878,59.71
5972,5,-8.483172931229403,-8.48306311992787,26.994741477841167,59.72
5973,5,-8.483178746804867,-8.483520845865076,26.994447998435486,59.730000000000004
5974,5,-8.483207070827362,-8.48399692652874,26.99420280142942,59.74
5975,5,-8.48325760076067,-8.484487261168148,26.994007842523605,59.75
5976,5,-8.483329843410973,-8.484987598548946,26.9938646653726,59.76
5977,5,-8.483423124577907,-8.48549365459086,26.993774347921953,59.77
5978,5,-8.48353658703429,-8.486001065743851,26.993737528534922,59.78
5979,5,-8.483669209850495,-8.486505510615187,26.99375437565939,59.79
5980,5,-8.483819802992766,-8.487002662048894,26.99382460574054,59.800000000000004
5981,5,-8.483987035132458,-8.48748830789177,26.993947476327865,59.81
5982,5,-8.48416942609669,-8.487958305706096,26.994121796428743,59.82
5983,5,-8.484365380585588,-8.488408694199494,26.994345941880493,59.83
5984,5,-8.484573180774927,-8.48883565645529,26.994617860349518,59.84
5985,5,-8.48479102263597,-8.489235615609026,26.994935104427324,59.85
5986,5,-8.485017015187932,-8.489605213791181,26.99529484393405,59.86
5987,5,-8.48524921339906,-8.489941382931509,26.995693906687695,59.870000000000005
5988,5,-8.485485597068495,-8.490241310346097,26.996128744829853,59.88
5989,5,-8.485724119946976,-8.49050250033395,26.99659552571555,59.89
5990,5,-8.485962741597806,-8.490722810218223,26.997090193530326,59.9
5991,5,-8.486199430787462,-8.490900510989267,26.99760843718636,59.910000000000004
5992,5,-8.486432174756567,-8.491034224733385,26.998145757994468,59.92
5993,5,-8.486658979798129,-8.491122862129444,26.998697513787878,59.93
5994,5,-8.486877923141956,-8.491165801312174,26.99925893744995,59.94
5995,5,-8.487087153899855,-8.491162809301803,26.999825192931993,59.95
5996,5,-8.487284904320273,-8.491114005906544,27.00039143021873,59.96
5997,5,-8.487469515989838,-8.491019950012994,27.000952797493888,59.97
5998,5,-8.48763944623378,-8.490881583105974,27.00150449676527,59.980000000000004
5999,5,-8.487793273063858,-8.490700173526788,27.002041835013543,59.99
6000,5,-8.487929725143688,-8.490477397717886,27.002560250098593,60.0
6001,5,-8.488047688847603,-8.49021527955858,27.003055370897275,60.01
6002,5,-8.488146179374572,-8.489916157147768,27.00352296170709,60.02
6003,5,-8.488224426231675,-8.48958269215156,27.003959146924807,60.03
6004,5,-8.48828181789522,-8.489217858212866,27.004360269286398,60.04
6005,5,-8.488317911834871,-8.48882484220659,27.00472298356773,60.050000000000004
6006,5,-8.4883324560979,-8.48840708347727,27.005044288475798,60.06
6007,5,-8.488325382951286,-8.487968220585286,27.005321545368005,60.07
6008,5,-8.488296809990734,-8.487512079130605,27.005552489438923,60.08
6009,5,-8.488247039833627,-8.487042603490629,27.00573527489254,60.09
6010,5,-8.4881765550583,-8.486563857137764,27.00586846105344,60.1
6011,5,-8.488086016085418,-8.486079967020132,27.005951044120486,60.11
6012,5,-8.487976249127795,-8.4855950769003,27.005982456053196,60.120000000000005
6013,5,-8.487848249186609,-8.48511335856159,27.005962565116022,60.13
6014,5,-8.487703155313694,-8.484638911409167,27.005891676725998,60.14
6015,5,-8.487542254406089,-8.484175775922258,27.00577053463443,60.15
6016,5,-8.487366980234071,-8.483727919946203,27.00560032753567,60.160000000000004
6017,5,-8.487178870564767,-8.483299154131082,27.00538263033427,60.17
6018,5,-8.486979566427095,-8.48289308524646,27.005119433587986,60.18
6019,5,-8.486770806414949,-8.482513074730376,27.0048131560538,60.19
6020,5,-8.486554401188961,-8.48216232513931,27.004466517909425,60.2
6021,5,-8.486332223277808,-8.481843774950063,27.004082583984996,60.21
6022,5,-8.486106193622287,-8.48156004307287,27.003664764823334,60.22
6023,5,-8.48587825457558,-8.481313471993449,27.003216715079027,60.230000000000004
6024,5,-8.485650361244174,-8.481106069266135,27.00274234947457,60.24
6025,5,-8.485424466573294,-8.480939480897353,27.002245820536164,60.25
6026,5,-8.485202496924773,-8.480815035988646,27.00173142296116,60.26
6027,5,-8.484986340324339,-8.480733687441065,27.00120360177392,60.27
6028,5,-8.484777817820387,-8.48069598958317,27.000666890304487,60.28
6029,5,-8.484578731290421,-8.48070218547102,27.000125980258034,60.29
6030,5,-8.484390723078102,-8.480752077000716,26.99958543130571,60.300000000000004
6031,5,-8.484215378396053,-8.48084510066415,26.999049895648337,60.31
6032,5,-8.484054163851605,-8.48098036422783,26.998523927953276,60.32
6033,5,-8.483908421212359,-8.481156585637713,26.998012009681734,60.33
6034,5,-8.483779350409543,-8.481372150682116,26.99751846449805,60.34
6035,5,-8.483668011018848,-8.481625116206475,26.997047460094645,60.35
6036,5,-8.48357531938697,-8.481913200773493,26.99660300673121,60.36
6037,5,-8.483502004838385,-8.482233871997941,26.996188780476334,60.370000000000005
6038,5,-8.483448652635436,-8.482584270153835,26.995808290346027,60.38
6039,5,-8.483415660600732,-8.48296134342913,26.995464670196213,60.39
6040,5,-8.483403256172089,-8.483361785413463,26.995160766863698,60.4
6041,5,-8.483411493580203,-8.483782096849895,26.99489909079294,60.410000000000004
6042,5,-8.483440243141413,-8.484218661590752,26.994681735858794,60.42
6043,5,-8.483489204251601,-8.48466765572318,26.99451047578856,60.43
6044,5,-8.483557905377253,-8.48512524558973,26.994386630156633,60.44
6045,5,-8.483645701855787,-8.485587468087438,26.994311139462006,60.45
6046,5,-8.483751795715348,-8.486050382135627,26.99428451596013,60.46
6047,5,-8.483875226614872,-8.486510011170477,26.994306858199664,60.47
6048,5,-8.484014894338687,-8.48696243649061,26.994377848406042,60.480000000000004
6049,5,-8.48416956164291,-8.48740381660874,26.994496747045392,60.49
6050,5,-8.484337860111104,-8.487830383806163,26.994662410951097,60.5
6051,5,-8.484518322761941,-8.488238558384356,26.99487330381619,60.51
6052,5,-8.484709359929354,-8.488624859986832,26.995127491267652,60.52
6053,5,-8.484909326135393,-8.488986082598334,26.995422702632144,60.53
6054,5,-8.485116469277187,-8.489319163618813,26.995756282618768,60.54
6055,5,-8.485329014236836,-8.48962135097075,26.99612530367396,60.550000000000004
6056,5,-8.485545124076886,-8.489890133550583,26.996526508391838,60.56
6057,5,-8.485762923674631,-8.490123286868512,26.996956342361376,60.57
6058,5,-8.48598054161319,-8.490318880012065,26.997411062667712,60.58
6059,5,-8.486196121378068,-8.490475346455579,26.997886720000743,60.59
6060,5,-8.486407839955334,-8.490591518390966,26.998379185582156,60.6
6061,5,-8.486613889734205,-8.490666477806618,26.99888420356244,60.61
6062,5,-8.486812516528163,-8.49069966621167,26.999397419160363,60.620000000000005
6063,5,-8.487002044988104,-8.490690938949784,26.99991441041446,60.63
6064,5,-8.487180876105954,-8.490640472099994,27.000430744679782,60.64
6065,5,-8.487347506273355,-8.490548795193977,27.00094200791644,60.65
6066,5,-8.48750054701008,-8.490416828525978,27.001443832668837,60.660000000000004
6067,5,-8.487638722992923,-8.490245804020589,27.001931946354198,60.67
6068,5,-8.487760886318483,-8.49003726787866,27.002402208002007,60.68
6069,5,-8.487866038575403,-8.48979312025319,27.002850641016078,60.69
6070,5,-8.487953324264666,-8.489515546532166,27.003273461851723,60.7
6071,5,-8.488022037314726,-8.489206994693841,27.0036671129172,60.71
6072,5,-8.488071646563364,-8.488870208397353,27.00402830907194,60.72
6073,5,-8.48810178155376,-8.488508156756131,27.004354046614186,60.730000000000004
6074,5,-8.488112225266978,-8.488123983938566,27.00464161761978,60.74
6075,5,-8.48810294819096,-8.487721050056319,27.004888674472717,60.75
6076,5,-8.488074088728453,-8.487302866205072,27.00509322068469,60.76
6077,5,-8.488025933510539,-8.486873037610934,27.00525359598116,60.77
6078,5,-8.487958953017072,-8.486435284111915,27.005368558822813,60.78
6079,5,-8.487873779954084,-8.485993386081905,27.005437264397962,60.79
6080,5,-8.487771178769297,-8.485551126533037,27.005459221248845,60.800000000000004
6081,5,-8.487652079481204,-8.485112295173051,27.005434379982663,60.81
6082,5,-8.487517557745704,-8.484680645099818,27.005363108600495,60.82
6083,5,-8.487368799492142,-8.48425984992876,27.005246125886227,60.83
6084,5,-8.48720711479524,-8.48385347894657,27.00508455561609,60.84
6085,5,-8.487033921088646,-8.483464971898592,27.004879898311312,60.85
6086,5,-8.48685073285851,-8.483097606171212,27.00463402552888,60.86
6087,5,-8.486659148236,-8.482754466682023,27.004349163968737,60.870000000000005
6088,5,-8.486460826318021,-8.48243842676765,27.004027847228908,60.88
6089,5,-8.486257484508936,-8.482152112219305,27.003672932844356,60.89
6090,5,-8.48605087594672,-8.481897895246757,27.003287545606018,60.9
6091,5,-8.485842778167024,-8.4816778619569,27.00287506887632,60.910000000000004
